Skill,Word
Adjectives 2,מפורסמת
Adjectives 2,מושלמים
Adjectives 2,הנכונה
Adjectives 2,רצינית
Adjectives 2,משעמם
Adjectives 2,משעממים
Adjectives 2,שגויות
Adjectives 2,מושלמת
Adjectives 2,בספר
Adjectives 2,הנכון
Adjectives 2,משעממת
Adjectives 2,מפורסם
Adjectives 2,מעניין
Verbs: Present - Pa'al,עובדים
Verbs: Present - Pa'al,עושֶה
Verbs: Present - Pa'al,לוקחת
Verbs: Present - Pa'al,עושָה
Verbs: Present - Pa'al,יודע
Verbs: Present - Pa'al,תומך
Verbs: Present - Pa'al,לוקח
Verbs: Present - Pa'al,מוצאים
Verbs: Present - Pa'al,מוצא
Verbs: Present - Pa'al,עושים
Verbs: Present - Pa'al,תומכת
Verbs: Present - Pa'al,ישנה
Verbs: Present - Pa'al,שוחָה
Verbs: Present - Pa'al,נוגעים
Verbs: Present - Pa'al,כותב
Verbs: Present - Pa'al,שוחים
Verbs: Present - Pa'al,לישון
Verbs: Present - Pa'al,במים
Verbs: Present - Pa'al,שוחֶה
Verbs: Present - Pa'al,שומעים
Verbs: Present - Pa'al,שומעת
Verbs: Present - Pa'al,אומר
Verbs: Present - Pa'al,כותבים
Verbs: Present - Pa'al,אומרים
Verbs: Present - Pi'el,מתקן
Verbs: Present - Pi'el,מגלחות
Verbs: Present - Pi'el,מתקנת
Verbs: Present - Pi'el,מתקנים
Verbs: Present - Pi'el,מתארת
Verbs: Present - Pi'el,מברכים
Verbs: Present - Pi'el,מברך
Verbs: Present - Pi'el,מגלח
Verbs: Present - Pi'el,מחדשים
Verbs: Present - Pi'el,מתאר
Verbs: Present - Pi'el,מברכות
Verbs: Present - Pi'el,מחדש
Verbs: Present - Pi'el,מתארים
Plurals,הכלבים
Plurals,התפוחים
Plurals,כלבים
Plurals,ספרים
Plurals,הספרים
Prepositions 1,בהן
Prepositions 1,בצלחת
Prepositions 1,בכם
Prepositions 1,בכן
Prepositions 1,בךְ
Prepositions 1,בהם
Prepositions 1,בךָ
Prepositions 1,בבקבוק
Verbs: Present - Pi'el,מצלמת
Verbs: Present - Pi'el,מאמצת
Verbs: Present - Pi'el,מצלם
Verbs: Present - Pi'el,מאבד
Verbs: Present - Pi'el,מאשר
Verbs: Present - Pi'el,מצלמים
Verbs: Present - Pi'el,מגלֶה
Verbs: Present - Pi'el,מאמצים
Verbs: Present - Pi'el,משכנע
Verbs: Present - Pi'el,מפחד
Verbs: Present - Pi'el,מאבדים
Occupations,הסופר
Occupations,התלמידה
Occupations,הסופרים
Occupations,עבודה
Occupations,דוגמנים
Occupations,תלמידים
Occupations,וילדה
Occupations,המקצוע
Occupations,הרופאים
Occupations,הדוגמנית
Occupations,הסופרת
Occupations,הרופא
Occupations,לרופאה
Occupations,העבודה
Occupations,במקצוע
Occupations,תלמידות
Occupations,לעבודה
Occupations,התלמיד
Clothing,מעיל
Clothing,חולצה
Food 2,המזלג
Adjectives 2,העצמאית
Adjectives 2,חופשי
Adjectives 2,אחראית
Adjectives 2,הכרחית
Adjectives 2,אחראי
Adjectives 2,חופשיים
Adjectives 2,פשוט
Adjectives 2,מגעיל
Adjectives 2,המצוין
Adjectives 2,עצמאי
Adjectives 2,פשוטות
Adjectives 2,עצמאיים
Adjectives 2,מגעילים
Dates and Time,באפריל
Dates and Time,מרץ
Dates and Time,במאי
Dates and Time,מאי
Dates and Time,יוני
Dates and Time,לוח שנה
Dates and Time,ביוני
Dates and Time,אפריל
Dates and Time,לוחות שנה
Dates and Time,תאריך
Dates and Time,התאריכים
Animals,צבה
Verbs: Present - Pi'el,מסיימים
Verbs: Present - Pi'el,מאמן
Verbs: Present - Pi'el,מסיימות
Verbs: Present - Pi'el,מחכֶה
Verbs: Present - Pi'el,מאחר
Verbs: Present - Pi'el,מחכים
Verbs: Present - Pi'el,מספקת
Verbs: Present - Pi'el,משקר
Verbs: Present - Pi'el,מסיים
Verbs: Present - Pi'el,משקרת
Verbs: Present - Pi'el,מחכָה
Verbs: Present - Pi'el,מאמנים
Plurals,הצבים
Plurals,ובירות
Plurals,תפוחים
Animals,הציפור
Food 1,וגבינה
Prepositions 1,בתוכן
Prepositions 1,בתוכם
Food 1,היין
Prepositions 1,נגדכן
Prepositions 1,נגדם
Prepositions 1,נגדכם
Prepositions 1,נגדן
Prepositions 1,לידן
Prepositions 1,נגדךְ
Prepositions 1,לידךָ
Prepositions 1,בתוככם
Prepositions 1,נגדךָ
Prepositions 1,לידךְ
Prepositions 1,לידם
Prepositions 1,ליד
Animals,ונחש
Animals,החיות
Animals,חמור
Food 1,הדג
Food 1,הקפה
Food 1,בקפה
Occupations,הנהג
Occupations,חיילים
Occupations,השחקן
Occupations,המלצרית
Occupations,המהנדס
Occupations,המלצר
Basics,הגברים
Adjectives 2,חי
Adjectives 2,פרטי
Adjectives 2,בלתי אפשרי
Adjectives 2,נחמדה
Adjectives 2,אפשרי
Adjectives 2,בלתי אפשריים
Adjectives 2,נהדר
Adjectives 2,הפרטית
Adjectives 2,נחמדים
Adjectives 2,בלתי אפשרית
Prepositions 1,נגד
Dates and Time,ופברואר
Dates and Time,בשניה
Dates and Time,בפברואר
Dates and Time,שניה
Dates and Time,הערב
Dates and Time,בלילה
Dates and Time,צהריים
Dates and Time,בינואר
Dates and Time,ינואר
Dates and Time,פברואר
Verbs: Present - Pi'el,מרחם
Verbs: Present - Pi'el,מנצחת
Verbs: Present - Pi'el,מבזבזים
Verbs: Present - Pi'el,מבזבזת
Verbs: Present - Pi'el,מטפסת
Verbs: Present - Pi'el,אפרסקים
Verbs: Present - Pi'el,מטפס
Verbs: Present - Pi'el,מבקרת
Verbs: Present - Pi'el,מקנאה
Verbs: Present - Pi'el,מטפסים
Verbs: Present - Pi'el,מקבלים
Determiners,אומרים
Dates and Time,בדקה
Dates and Time,השעה
Dates and Time,חודש
Dates and Time,שעבר
Dates and Time,אתמול
Dates and Time,שנים
Dates and Time,שנה
Dates and Time,משבוע
Dates and Time,שבועות
Dates and Time,בשבוע
Dates and Time,החודשים
Adjectives 2,חזקה
Adjectives 2,ענייה
Adjectives 2,הזול
Adjectives 2,עני
Adjectives 2,יקרה
Adjectives 2,חלש
Adjectives 2,חזק
Adjectives 2,ועשירה
Adjectives 2,חלשים
Adjectives 2,מהילדה
Adjectives 2,עשיר
Verbs: Present - Pi'el,מערבבים
Verbs: Present - Pi'el,מכבדת
Verbs: Present - Pi'el,מייבא
Verbs: Present - Pi'el,מחממים
Verbs: Present - Pi'el,מייבש
Verbs: Present - Pi'el,מערבב
Verbs: Present - Pi'el,ממלאים
Verbs: Present - Pi'el,מייבאים
Verbs: Present - Pi'el,מסדרת
Verbs: Present - Pi'el,מחמם
Dates and Time,יום שבת
Dates and Time,יום חמישי
Dates and Time,שמחר
Dates and Time,הזמן
Dates and Time,מחר
Dates and Time,בשבת
Dates and Time,ביום שישי
Dates and Time,בימי
Dates and Time,יום שישי
Dates and Time,ביום חמישי
Dates and Time,שישי
Dates and Time,ביום שבת
Colors,הכחול
Verbs: Present - Pi'el,מחפש
Verbs: Present - Pi'el,לכלב
Verbs: Present - Pi'el,מנסָה
Verbs: Present - Pi'el,מאחל
Verbs: Present - Pi'el,שהיונה
Verbs: Present - Pi'el,מחפשת
Verbs: Present - Pi'el,מקווים
Verbs: Present - Pi'el,מאחלים
Verbs: Present - Pi'el,מסמן
Verbs: Present - Pi'el,מגדל
Verbs: Present - Pi'el,מקווָה
Questions,שואלת
Questions,שואלים
Questions,שואל
Food 2,ריבות
Food 2,וריבה
Food 2,עוגייה
Food 2,ריבה
Food 2,מטבח
Verbs: Present - Pa'al,הדרך
Verbs: Present - Pa'al,בדרך
Verbs: Present - Pa'al,כותבות
Verbs: Present - Pa'al,בודק
Verbs: Present - Pa'al,כותבת
Verbs: Present - Pa'al,כועסת
Food 2,התפריט
Food 2,מבשלים
Food 2,לארוחה
Clothing,העניבות
Food 1,עגבניות
Verbs: Present - Pa'al,אומרת
Verbs: Present - Pa'al,שומרת
Verbs: Present - Pa'al,קוראים
Verbs: Present - Pa'al,מוכר
Verbs: Present - Pa'al,מוכרים
Food 2,וסכין
Food 2,דובדבן
Food 2,למשקה
Food 2,בצלים
Verbs: Present - Pa'al,ישנים
Verbs: Present - Pa'al,יוצא
Verbs: Present - Pa'al,הופכת
Verbs: Present - Pa'al,נוגע
Verbs: Present - Pa'al,הופכים
Verbs: Present - Pa'al,שולח
Verbs: Present - Pa'al,יוצר
Verbs: Present - Pa'al,גדלים
Verbs: Present - Pa'al,רושמת
Verbs: Present - Pa'al,עוזבים
Verbs: Present - Pa'al,יודעים
Prepositions 2,מעל
Prepositions 2,מעליהן
Prepositions 2,בלעדיה
Prepositions 2,בלעדינו
Prepositions 2,אחריך
Prepositions 2,אחריה
Prepositions 2,בלעדיי
Prepositions 2,בלי
Prepositions 2,מעלינו
Prepositions 2,מעליך
Plurals,אוהבות
Questions,עונים
Questions,עונֶה
Conjunctions,מה שאני
Conjunctions,מה שאנחנו
Conjunctions,מה שאתה
Conjunctions,לאן שהיא
Conjunctions,מה שהם
Conjunctions,מי שאתה
Conjunctions,איפה שאני
Conjunctions,איפה שהחתול
Conjunctions,לאן שאני
Conjunctions,איפה שאנחנו
Conjunctions,מי שנותן
Clothing,תכשיטים
Clothing,החצאיות
Clothing,הגרביים
Clothing,גורב
Conjunctions,לפני שאני
Conjunctions,אפילו
Conjunctions,אך
Conjunctions,לפני שהם
Prepositions 2,מתחתיו
Prepositions 2,מתחת
Prepositions 2,מאחוריך
Prepositions 2,מאחורינו
Prepositions 2,מאחורי
Prepositions 2,מתחתיי
Prepositions 2,מאחוריי
Prepositions 2,לפניך
Prepositions 2,לפניי
Verbs: Present - Pa'al,מוצאת
Verbs: Present - Pa'al,רץ
Verbs: Present - Pa'al,עוזרת
Occupations,הטבח
Occupations,האדריכלית
Occupations,למלצר
Occupations,החקלאי
Occupations,הטבחית
Occupations,המהנדסת
Occupations,לאיכר
Conjunctions,כשאת
Conjunctions,חוץ מנחשים
Conjunctions,לכן
Conjunctions,אחרי שהכלב
Conjunctions,חוץ מסגול
Conjunctions,אחרי שאני
Conjunctions,כשאני
Conjunctions,כשיש
Prepositions 2,עליי
Prepositions 2,על
Prepositions 2,עלינו
Prepositions 2,עליהן
Prepositions 2,עליך
Prepositions 2,עליו
Prepositions 2,עליה
Food 1,עגבניה
Prepositions 2,אליו
Prepositions 2,אליי
Prepositions 2,אליה
Prepositions 2,אליהן
Prepositions 2,אליכן
Prepositions 2,אליהם
Prepositions 2,אלינו
Prepositions 2,אליך
Conjunctions,ואז
Conjunctions,למרות
Conjunctions,אז
Conjunctions,רק
Conjunctions,כבר
Verbs: Present - Pa'al,שרה
Verbs: Present - Pa'al,חותכת
Verbs: Present - Pa'al,חוזר
Verbs: Present - Pa'al,חוזרת
Verbs: Present - Pa'al,זוכרת
Prepositions 2,בינינו
Prepositions 2,מול
Prepositions 2,ביניהם
Prepositions 2,מולו
Prepositions 2,אצלךָ
Prepositions 2,מולנו
Prepositions 2,בין
Prepositions 2,אצל
Adjectives 1 - Basics,יְשָׁנוֹת
Adjectives 1 - Basics,יָשָׁן
Adjectives 1 - Basics,והאפרסק
Determiners,עושים
Determiners,ככה
Verbs: Present - Pa'al,רושם
Verbs: Present - Pa'al,קונָה
Verbs: Present - Pa'al,פותח
Verbs: Present - Pa'al,פותחת
Determiners,הדבר
Determiners,אף אחד
Determiners,מספר
Determiners,הכל
Determiners,אותו
Verbs: Present - Pa'al,עובד
Adjectives 1 - Basics,חדש
Food 1,ועגבנייה
Food 1,הביצים
Animals,הסוס
Basics,לנשים
Clothing,מרכיבה
Verbs: Present - Pa'al,שוכרת
Prepositions 1,בתוכךָ
Prepositions 1,בתוך
Prepositions 1,בתוככן
Prepositions 1,בתוכךְ
Prepositions 1,לידכן
Clothing,בגד ים
Food 2,הענבים
Food 2,כפית
Verbs: Present - Pa'al,בורח
Verbs: Present - Pa'al,שובר
Verbs: Present - Pa'al,עונים
Verbs: Present - Pa'al,מכיר
Verbs: Present - Pa'al,עונֶה
Verbs: Present - Pa'al,מכירה
Verbs: Present - Pa'al,עונות
Verbs: Present - Pa'al,שוברים
Verbs: Present - Pa'al,גונבת
Verbs: Present - Pa'al,גונב
Food 2,בצל
